1187,1473,1883,1401,1906,1622,1210,1694
1423,1706,2010,1714,2009,1780,1423,1772
1077,1713,1291,1713,1291,1776,1077,1776
1071,1801,2009,1801,2009,1858,1071,1858
1178,2286,1990,2286,1990,2513,1178,2513
1039,2972,2049,2992,2045,3172,1036,3151
1197,3123,1904,3137,1901,3277,1194,3263
1033,3249,2048,3282,2043,3437,1028,3405
